  Lines          Copies       Function name
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<chumsky::recovery::Recovery<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Or<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::primitive::Filter<chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>,core::option::Option<char>::Some,char>,chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>>,fn((core::option::Option<char>,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(core::option::Option<char>,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,chumsky::combinator::Map<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},char>>,chumsky::combinator::Map<chumsky::combinator::OrNot<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Map<chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::digits<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>>,fn((char,alloc::string::String)) .> alloc::vec::Vec<char>,(char,alloc::string::String)>>,fn(core::option::Option<alloc::vec::Vec<char>>) .> alloc::vec::Vec<char>,core::option::Option<alloc::vec::Vec<char>>>>,fn((alloc::string::String,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(alloc::string::String,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::Token::Num,alloc::string::String>,chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Repeated<chumsky::primitive::Filter<lang_frontend::tokenizer::tokenizer::{{closure}},chumsky::error::Simple<char>>>>,fn((char,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(char,alloc::vec::Vec<char>)>,chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>,fn((alloc::vec::Vec<char>,char)) .> alloc::vec::Vec<char>,(alloc::vec::Vec<char>,char)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::Token::Str,alloc::string::String>>,chumsky::combinator::Map<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::To<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,&str,alloc::string::String>,chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::OneOf<char,&str,chumsky::error::Simple<char>>,chumsky::combinator::OrNot<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>,lang_frontend::tokenizer::tokenizer::{{closure}},(char,core::option::Option<char>)>>,chumsky::combinator::To<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,&str,alloc::string::String>>,lang_frontend::tokenizer::Token::Op,alloc::string::String>>,chumsky::combinator::Map<chumsky::primitive::OneOf<char,&str,chumsky::error::Simple<char>>,lang_frontend::tokenizer::Token::Ctrl,char>>,chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::primitive::Filter<chumsky::text::ident<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>,core::option::Option<char>::Some,char>,chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::ident<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>>,fn((core::option::Option<char>,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(core::option::Option<char>,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::tokenizer::{{closure}},alloc::string::String>>,chumsky::recovery::SkipThenRetryUntil<char,0_usize>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<chumsky::recursive::OnceCell<alloc::boxed::Box<dyn chumsky::Parser<lang_frontend::tokenizer::Token,(lang_frontend::ast::Ast,core::ops::range::Range<usize>,core::option::Option<lang_frontend::inferer::Type>)>+Error = chumsky::error::Simple<lang_frontend::tokenizer::Token>>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<chumsky::text::Padded<chumsky::combinator::MapWithSpan<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Repeated<chumsky::text::Padded<chumsky::combinator::Then<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,chumsky::primitive::TakeUntil<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>>>,chumsky::recovery::Recovery<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Or<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::primitive::Filter<chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>,core::option::Option<char>::Some,char>,chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>>,fn((core::option::Option<char>,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(core::option::Option<char>,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,chumsky::combinator::Map<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},char>>,chumsky::combinator::Map<chumsky::combinator::OrNot<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Map<chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::digits<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>>,fn((char,alloc::string::String)) .> alloc::vec::Vec<char>,(char,alloc::string::String)>>,fn(core::option::Option<alloc::vec::Vec<char>>) .> alloc::vec::Vec<char>,core::option::Option<alloc::vec::Vec<char>>>>,fn((alloc::string::String,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(alloc::string::String,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::Token::Num,alloc::string::String>,chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Repeated<chumsky::primitive::Filter<lang_frontend::tokenizer::tokenizer::{{closure}},chumsky::error::Simple<char>>>>,fn((char,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(char,alloc::vec::Vec<char>)>,chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>,fn((alloc::vec::Vec<char>,char)) .> alloc::vec::Vec<char>,(alloc::vec::Vec<char>,char)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::Token::Str,alloc::string::String>>,chumsky::combinator::Map<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::To<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,&str,alloc::string::String>,chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::OneOf<char,&str,chumsky::error::Simple<char>>,chumsky::combinator::OrNot<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>,lang_frontend::tokenizer::tokenizer::{{closure}},(char,core::option::Option<char>)>>,chumsky::combinator::To<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,&str,alloc::string::String>>,lang_frontend::tokenizer::Token::Op,alloc::string::String>>,chumsky::combinator::Map<chumsky::primitive::OneOf<char,&str,chumsky::error::Simple<char>>,lang_frontend::tokenizer::Token::Ctrl,char>>,chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::primitive::Filter<chumsky::text::ident<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>,core::option::Option<char>::Some,char>,chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::ident<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>>,fn((core::option::Option<char>,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(core::option::Option<char>,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::tokenizer::{{closure}},alloc::string::String>>,chumsky::recovery::SkipThenRetryUntil<char,0_usize>>>,fn((alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>,lang_frontend::tokenizer::Token)) .> lang_frontend::tokenizer::Token,(alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>,lang_frontend::tokenizer::Token)>,chumsky::combinator::Repeated<chumsky::text::Padded<chumsky::combinator::Then<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,chumsky::primitive::TakeUntil<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>>>>,fn((lang_frontend::tokenizer::Token,alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>)) .> lang_frontend::tokenizer::Token,(lang_frontend::tokenizer::Token,alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>)>,lang_frontend::tokenizer::tokenizer::{{closure}},lang_frontend::tokenizer::Token>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::cell::Ref<alloc::boxed::Box<dyn chumsky::Parser<lang_frontend::tokenizer::Token,(lang_frontend::ast::Ast,core::ops::range::Range<usize>,core::option::Option<lang_frontend::inferer::Type>)>+Error = chumsky::error::Simple<lang_frontend::tokenizer::Token>>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::cell::Ref<core::option::Option<alloc::boxed::Box<dyn chumsky::Parser<lang_frontend::tokenizer::Token,(lang_frontend::ast::Ast,core::ops::range::Range<usize>,core::option::Option<lang_frontend::inferer::Type>)>+Error = chumsky::error::Simple<lang_frontend::tokenizer::Token>>>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::cell::RefCell<core::option::Option<alloc::boxed::Box<dyn chumsky::Parser<lang_frontend::tokenizer::Token,(lang_frontend::ast::Ast,core::ops::range::Range<usize>,core::option::Option<lang_frontend::inferer::Type>)>+Error = chumsky::error::Simple<lang_frontend::tokenizer::Token>>>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::cell::RefMut<core::option::Option<alloc::boxed::Box<dyn chumsky::Parser<lang_frontend::tokenizer::Token,(lang_frontend::ast::Ast,core::ops::range::Range<usize>,core::option::Option<lang_frontend::inferer::Type>)>+Error = chumsky::error::Simple<lang_frontend::tokenizer::Token>>>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::cell::UnsafeCell<alloc::vec::Vec<u8>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::cell::UnsafeCell<core::option::Option<core::result::Result<(core::option::Option<alloc::vec::Vec<(lang_frontend::tokenizer::Token,core::ops::range::Range<usize>)>>,core::option::Option<(alloc::vec::Vec<(lang_frontend::ast::Ast,core::ops::range::Range<usize>,core::option::Option<lang_frontend::inferer::Type>)>,alloc::vec::Vec<lang_frontend::inferer::Type>)>,alloc::vec::Vec<chumsky::error::Simple<alloc::string::String>>),alloc::boxed::Box<dyn core::any::Any+core::marker::Send>>>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::iter::adapters::flatten::FlatMap<core::option::IntoIter<alloc::vec::Vec<char>>,alloc::vec::into_iter::IntoIter<char>,<chumsky::combinator::OrNot<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Map<chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::digits<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>>,fn((char,alloc::string::String)) .> alloc::vec::Vec<char>,(char,alloc::string::String)>> as chumsky::Parser<char,core::option::Option<alloc::vec::Vec<char>>>>::flatten<char,alloc::vec::Vec<char>>::{{closure}}::{{closure}}>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::iter::adapters::fuse::Fuse<core::iter::adapters::map::Map<core::option::IntoIter<alloc::vec::Vec<char>>,<chumsky::combinator::OrNot<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Map<chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::digits<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>>,fn((char,alloc::string::String)) .> alloc::vec::Vec<char>,(char,alloc::string::String)>> as chumsky::Parser<char,core::option::Option<alloc::vec::Vec<char>>>>::flatten<char,alloc::vec::Vec<char>>::{{closure}}::{{closure}}>>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::iter::adapters::map::Map<alloc::vec::into_iter::IntoIter<chumsky::error::Located<char,chumsky::error::Simple<char>>>,chumsky::parse_recovery_inner<char,alloc::vec::Vec<(lang_frontend::tokenizer::Token,core::ops::range::Range<usize>)>,chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Repeated<chumsky::text::Padded<chumsky::combinator::MapWithSpan<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Repeated<chumsky::text::Padded<chumsky::combinator::Then<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,chumsky::primitive::TakeUntil<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>>>,chumsky::recovery::Recovery<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Or<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::primitive::Filter<chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>,core::option::Option<char>::Some,char>,chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>>,fn((core::option::Option<char>,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(core::option::Option<char>,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,chumsky::combinator::Map<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::text::int<char,chumsky::error::Simple<char>>::{{closure}},char>>,chumsky::combinator::Map<chumsky::combinator::OrNot<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Map<chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::digits<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>>,fn((char,alloc::string::String)) .> alloc::vec::Vec<char>,(char,alloc::string::String)>>,fn(core::option::Option<alloc::vec::Vec<char>>) .> alloc::vec::Vec<char>,core::option::Option<alloc::vec::Vec<char>>>>,fn((alloc::string::String,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(alloc::string::String,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::Token::Num,alloc::string::String>,chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>,chumsky::combinator::Repeated<chumsky::primitive::Filter<lang_frontend::tokenizer::tokenizer::{{closure}},chumsky::error::Simple<char>>>>,fn((char,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(char,alloc::vec::Vec<char>)>,chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>,fn((alloc::vec::Vec<char>,char)) .> alloc::vec::Vec<char>,(alloc::vec::Vec<char>,char)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::Token::Str,alloc::string::String>>,chumsky::combinator::Map<chumsky::combinator::Or<chumsky::combinator::Or<chumsky::combinator::To<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,&str,alloc::string::String>,chumsky::combinator::Map<chumsky::combinator::Then<chumsky::primitive::OneOf<char,&str,chumsky::error::Simple<char>>,chumsky::combinator::OrNot<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>,lang_frontend::tokenizer::tokenizer::{{closure}},(char,core::option::Option<char>)>>,chumsky::combinator::To<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,&str,alloc::string::String>>,lang_frontend::tokenizer::Token::Op,alloc::string::String>>,chumsky::combinator::Map<chumsky::primitive::OneOf<char,&str,chumsky::error::Simple<char>>,lang_frontend::tokenizer::Token::Ctrl,char>>,chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Map<chumsky::combinator::Then<chumsky::combinator::Map<chumsky::primitive::Filter<chumsky::text::ident<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>,core::option::Option<char>::Some,char>,chumsky::combinator::Repeated<chumsky::primitive::Filter<chumsky::text::ident<char,chumsky::error::Simple<char>>::{{closure}},chumsky::error::Simple<char>>>>,fn((core::option::Option<char>,alloc::vec::Vec<char>)) .> alloc::vec::Vec<char>,(core::option::Option<char>,alloc::vec::Vec<char>)>,fn(alloc::vec::Vec<char>) .> alloc::string::String,alloc::vec::Vec<char>>,lang_frontend::tokenizer::tokenizer::{{closure}},alloc::string::String>>,chumsky::recovery::SkipThenRetryUntil<char,0_usize>>>,fn((alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>,lang_frontend::tokenizer::Token)) .> lang_frontend::tokenizer::Token,(alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>,lang_frontend::tokenizer::Token)>,chumsky::combinator::Repeated<chumsky::text::Padded<chumsky::combinator::Then<chumsky::primitive::Just<char,&str,chumsky::error::Simple<char>>,chumsky::primitive::TakeUntil<chumsky::primitive::Just<char,char,chumsky::error::Simple<char>>>>>>>,fn((lang_frontend::tokenizer::Token,alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>)) .> lang_frontend::tokenizer::Token,(lang_frontend::tokenizer::Token,alloc::vec::Vec<(&str,(alloc::vec::Vec<char>,char))>)>,lang_frontend::tokenizer::tokenizer::{{closure}},lang_frontend::tokenizer::Token>>>,chumsky::recovery::Recovery<chumsky::primitive::End<chumsky::error::Simple<char>>,chumsky::recovery::SkipThenRetryUntil<char,0_usize>>>,fn((alloc::vec::Vec<(lang_frontend::tokenizer::Token,core::ops::range::Range<usize>)>,())) .> alloc::vec::Vec<(lang_frontend::tokenizer::Token,core::ops::range::Range<usize>)>,(alloc::vec::Vec<(lang_frontend::tokenizer::Token,core::ops::range::Range<usize>)>,())>,chumsky::debug::Silent,alloc::boxed::Box<dyn core::iter::traits::iterator::Iterator+Item = (char,core::ops::range::Range<usize>)>,&str>::{{closure}}>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::iter::adapters::map::Map<alloc::vec::into_iter::IntoIter<chumsky::error::Located<lang_frontend::tokenizer::Token,chumsky::error::Simple<lang_frontend::tokenizer::Token>>>,<chumsky::combinator::Label<chumsky::primitive::FilterMap<lang_frontend::parser::expresion_parser::{{closure}}::{{closure}},chumsky::error::Simple<lang_frontend::tokenizer::Token>>,&str> as chumsky::Parser<lang_frontend::tokenizer::Token,alloc::string::String>>::parse_inner<chumsky::debug::Silent>::{{closure}}>>
       4 (0.0%)     1 (0.0%)  core::ptr::drop_in_place<core::iter::adapters::map::Map<alloc::vec::into_iter::IntoIter<chumsky::error::Located<lang_frontend::tokenizer::Token,chumsky::error::Simple<lang_frontend::tokenizer::Token>>>,<chumsky::combinator::Label<chumsky::primitive::FilterMap<lang_frontend::parser::expresion_parser::{{closure}}::{{closure}},chumsky::error::Simple<lang_frontend::tokenizer::Token>>,&str> as chumsky::Parser<lang_frontend::tokenizer::Token,alloc::string::String>>::parse_inner<chumsky::debug::Verbose>::{{closure}}>>
